words,links,capital_words,spam_word_count,is_spam
148,2,15,3,1
395,10,13,3,1
382,5,4,9,1
176,0,3,0,0
463,1,3,1,0
197,5,0,5,0
132,0,10,0,0
413,8,24,1,1
346,1,4,5,0
275,2,26,7,1
252,10,17,9,1
351,4,27,2,1
383,4,15,5,1
230,2,1,1,0
232,0,0,1,0
269,2,1,0,0
826,7,5,0,1
666,3,20,4,1
558,6,24,5,1
352,0,3,0,0
184,0,1,3,0
65,2,2,2,0
547,3,2,3,1
943,10,24,9,1
46,2,3,1,0
475,1,16,4,1
190,2,27,9,1
154,9,25,10,1
169,9,12,8,1
222,1,2,0,0
301,10,3,6,1
806,7,19,3,1
395,1,3,4,0
269,2,0,5,0
63,1,2,0,0
438,3,1,3,1
394,8,1,3,1
891,3,10,7,1
130,8,18,8,1
242,0,5,1,0
439,3,27,9,1
639,3,17,3,1
238,1,0,0,0
295,0,3,1,0
53,0,2,4,0
216,1,1,2,0
333,7,14,7,1
165,5,23,0,1
912,9,5,9,1
533,2,5,4,1
246,1,7,0,0
277,2,1,1,0
195,2,3,0,0
624,9,11,9,1
459,2,0,1,0
99,0,1,1,0
602,2,7,5,1
146,1,2,0,0
622,9,22,7,1
236,0,1,3,0
914,10,5,10,1
256,6,7,2,1
105,7,21,3,1
59,0,20,7,1
887,10,16,3,1
140,0,2,1,0
394,3,4,3,1
81,1,3,1,0
43,1,1,0,0
358,1,17,1,1
510,2,30,7,1
475,0,0,2,0
140,8,26,8,1
271,2,2,0,0
90,2,8,1,0
670,2,16,2,1
923,2,26,10,1
106,2,5,10,1
78,8,17,10,1
168,1,29,4,1
776,10,9,3,1
291,5,1,0,0
529,3,0,8,1
241,1,5,1,0
420,0,11,4,1
92,0,4,5,1
122,8,12,8,1
962,8,5,5,1
84,2,2,2,0
129,10,1,5,1
215,2,1,1,0
64,5,9,2,1
141,0,12,4,1
189,2,2,2,0
73,1,3,1,0
112,2,2,0,0
85,2,0,2,0
187,2,3,0,0
259,1,3,0,0
131,5,26,3,1
586,10,29,2,1
283,2,0,3,0
569,10,30,8,1
116,2,5,0,0
999,3,2,9,1
376,2,26,7,1
157,0,23,8,1
166,0,9,0,0
210,2,3,4,0
637,3,30,1,1
712,7,23,10,1
188,6,19,7,1
222,2,0,0,0
850,6,22,10,1
771,0,12,8,1
52,7,12,7,1
130,2,0,2,0
394,9,3,8,1
959,3,13,10,1
482,3,16,6,1
48,3,2,0,0
655,7,10,1,1
368,1,13,4,1
984,4,17,9,1
181,2,3,1,0
133,0,2,0,0
947,8,23,4,1
148,2,3,2,0
627,8,8,6,1
237,3,0,6,0
977,7,8,4,1
85,4,16,10,1
188,2,17,9,1
22,0,3,3,0
156,1,9,1,0
235,10,5,2,1
79,0,8,6,0
213,0,0,4,0
411,2,3,2,0
172,2,11,10,1
113,4,1,5,0
197,1,1,4,0
98,5,14,5,1
291,4,1,10,1
637,5,8,10,1
255,2,1,1,0
195,3,12,9,1
196,0,3,4,0
35,0,2,1,0
78,0,7,1,0
543,1,4,10,1
505,10,3,6,1
48,1,0,0,0
45,1,1,1,0
560,3,23,9,1
461,1,2,0,0
202,0,2,0,0
375,5,24,1,1
295,2,23,4,1
77,5,2,1,0
242,1,1,2,0
161,5,5,0,0
78,5,3,2,0
66,1,1,1,0
50,10,4,6,1
183,8,13,9,1
380,4,4,7,1
169,0,2,1,0
173,1,7,2,1
243,1,3,2,0
904,3,23,7,1
83,10,23,10,1
294,0,2,5,0
301,9,6,7,1
134,1,1,3,0
207,0,9,1,0
888,2,8,5,1
57,5,16,6,1
149,6,5,0,1
256,2,3,1,0
92,0,1,2,0
214,0,7,1,0
810,6,15,4,1
60,3,1,9,1
743,3,4,1,1
123,3,2,2,0
215,1,5,2,0
69,4,1,3,0
83,1,0,0,0
232,0,3,1,0
121,0,17,4,1
162,4,25,6,1
46,1,0,2,0
39,1,2,0,0
95,5,3,7,1
417,4,4,8,1
287,1,3,1,0
167,3,29,3,1
64,9,10,6,1
282,1,1,0,0
73,2,4,1,0
909,7,5,2,1
425,6,2,5,1
166,0,22,7,1
26,1,2,1,0
167,0,2,0,0
120,1,5,0,0
273,1,1,2,0
174,0,2,1,0
375,1,6,1,0
935,4,10,8,1
525,3,20,1,1
158,6,20,10,1
153,5,0,0,0
100,3,27,10,1
747,8,18,5,1
576,6,2,5,1
121,0,0,2,0
792,6,28,7,1
57,1,1,2,0
154,2,3,5,0
777,3,28,3,1
288,0,3,1,0
156,3,9,5,1
261,1,4,1,0
167,0,8,1,0
106,8,17,3,1
445,1,2,1,0
665,3,4,10,1
841,9,1,1,1
60,1,3,0,0
748,3,22,10,1
378,2,2,1,0
165,1,2,1,0
495,5,1,5,0
39,1,0,0,0
234,2,2,1,0
74,2,3,4,0
456,3,11,10,1
526,2,24,6,1
493,3,0,2,0
244,0,0,0,0
163,0,7,1,0
635,2,9,6,1
109,2,17,6,1
127,0,3,6,0
260,1,2,2,0
688,9,28,9,1
944,2,7,10,1
161,5,8,6,1
133,0,10,2,0
143,0,4,0,0
388,5,17,5,1
42,2,3,1,0
244,2,0,0,0
523,7,18,7,1
126,1,3,0,0
215,1,1,0,0
119,0,3,1,0
151,0,0,2,0
701,4,7,7,1
366,3,0,5,1
146,0,1,2,0
113,3,3,1,0
602,8,28,6,1
205,1,8,0,0
208,0,3,3,0
259,10,20,7,1
114,1,20,3,1
163,0,0,2,0
88,2,18,8,1
869,2,18,1,1
120,7,5,2,1
167,0,9,1,0
200,0,6,10,1
785,4,22,6,1
241,0,0,3,0
275,1,1,6,0
865,5,7,3,1
266,2,5,4,0
615,7,7,7,1
212,5,2,0,0
371,2,9,5,1
533,1,30,5,1
255,10,7,10,1
179,5,7,8,1
328,10,1,4,1
850,2,7,9,1
194,0,3,5,0
533,4,5,5,1
233,0,0,1,0
109,2,10,0,1
301,1,21,3,1
46,1,3,6,0
541,7,1,3,1
236,0,2,0,0
141,6,1,0,1
572,0,5,5,1
65,1,5,2,0
304,1,6,2,0
187,8,15,6,1
141,1,2,3,1
810,7,16,4,1
760,2,24,3,1
79,0,3,2,0
860,9,13,10,1
106,0,1,3,0
136,4,1,2,0
717,1,2,2,1
796,3,25,2,1
125,1,0,0,0
257,0,2,0,0
142,9,24,10,1
59,2,13,9,1
846,3,16,5,1
278,0,1,4,0
788,7,25,10,1
80,2,0,2,0
39,2,1,0,0
217,2,3,2,0
501,2,9,8,1
45,2,3,4,0
446,0,4,2,0
54,1,3,3,0
174,10,18,7,1
294,0,1,2,0
33,2,1,1,0
322,5,2,1,0
117,2,29,9,1
154,4,28,7,1
191,10,25,3,1
328,1,2,1,0
277,1,5,2,0
761,2,2,6,1
452,6,12,6,1
574,4,27,8,1
281,2,11,6,1
788,1,29,5,1
82,5,30,8,1
350,8,29,6,1
364,0,1,0,0
640,2,29,7,1
157,2,16,10,1
309,2,26,7,1
610,7,4,5,1
294,0,2,6,0
284,9,26,0,1
126,1,2,1,0
277,1,10,0,0
232,1,2,2,0
64,0,0,2,0
84,1,14,10,1
431,4,5,5,1
232,1,2,1,0
490,0,1,6,0
123,1,3,1,0
147,0,3,2,0
768,5,18,3,1
714,3,5,4,1
495,10,30,10,1
294,1,2,1,0
188,2,24,8,1
29,5,5,2,0
202,1,5,3,0
131,0,10,4,1
205,4,3,3,1
266,1,3,2,0
290,0,3,6,0
93,1,3,0,0
153,1,1,1,0
243,1,5,2,0
115,10,29,8,1
118,9,10,5,1
394,1,2,2,0
751,6,1,9,1
694,5,11,1,1
268,0,2,2,0
255,1,2,0,0
79,1,0,2,0
274,0,1,1,0
60,2,3,2,0
451,10,30,6,1
234,1,3,1,0
612,8,28,9,1
897,7,4,10,1
449,2,0,8,1
999,6,11,6,1
123,0,3,0,0
221,0,6,1,0
247,1,7,6,1
843,5,8,5,1
107,10,11,1,1
25,5,2,1,0
250,1,4,1,0
290,1,7,1,0
153,8,24,5,1
183,0,2,0,0
27,0,2,0,0
338,2,1,2,0
452,10,3,4,1
61,1,2,2,0
101,0,9,2,0
958,2,19,4,1
345,3,3,1,0
150,0,10,0,0
498,7,10,5,1
75,0,0,2,0
128,2,2,2,0
885,1,25,4,1
734,5,20,5,1
879,0,12,1,1
132,0,26,5,1
616,7,5,4,1
193,0,0,2,0
191,2,0,2,0
100,2,10,2,1
138,6,13,5,1
317,0,5,0,0
271,1,9,0,0
882,0,0,9,1
70,9,17,1,1
127,9,17,8,1
102,1,1,1,0
125,2,6,0,0
734,3,22,8,1
242,1,1,4,0
941,5,16,4,1
195,7,17,5,1
60,1,0,0,0
37,1,3,2,0
656,7,29,5,1
277,2,8,1,0
234,2,5,1,0
659,2,27,3,1
228,2,8,6,0
425,3,13,5,1
195,4,3,8,1
344,1,0,0,0
352,0,1,2,0
534,1,29,3,1
839,2,7,9,1
694,7,25,10,1
85,0,3,1,0
42,1,2,2,0
757,7,19,6,1
136,4,16,10,1
216,2,3,2,0
46,0,3,2,0
171,4,3,0,0
730,8,20,4,1
405,0,5,2,1
371,4,7,6,1
289,9,4,10,1
474,4,13,3,1
297,2,0,1,0
453,3,1,0,0
779,3,23,8,1
142,9,8,8,1
27,0,1,2,0
421,7,17,5,1
155,2,1,3,0
237,0,3,2,0
231,0,1,2,0
122,9,5,9,1
318,4,25,6,1
457,6,26,10,1
182,1,1,1,0
265,3,3,2,0
657,2,4,3,1
203,0,10,2,0
23,4,2,6,0
491,3,3,1,0
337,3,9,7,1
268,0,0,0,0
187,2,4,3,0
107,6,24,0,1
351,10,7,4,1
182,9,27,0,1
149,1,7,2,0
273,2,26,6,1
129,2,0,1,0
118,1,3,0,0
207,4,3,0,0
188,1,7,0,0
142,5,4,2,1
114,0,0,0,0
178,0,8,2,0
490,5,7,7,1
35,5,1,1,0
123,2,2,0,0
916,6,22,7,1
327,0,3,0,0
359,0,0,0,1
898,10,25,3,1
363,5,11,5,1
205,0,1,2,0
286,0,9,1,0
254,4,4,8,1
324,1,10,3,1
36,0,3,2,0
184,2,3,2,0
217,0,9,2,0
133,0,1,0,0
356,2,1,8,1
192,10,23,6,1
154,3,27,0,1
189,0,2,0,0
329,1,2,1,0
531,4,10,1,1
446,0,2,0,0
427,3,3,0,0
287,5,14,10,1
80,2,3,0,0
143,10,28,8,1
583,4,19,4,1
102,1,2,0,0
528,2,12,0,1
285,0,1,0,0
260,2,7,1,0
82,5,21,0,1
78,1,1,2,0
244,2,1,1,0
149,5,21,9,1
383,0,19,4,1
183,2,0,1,0
157,3,15,3,1
72,2,19,4,1
122,2,2,2,0
432,2,2,4,0
83,2,1,0,0
524,2,11,4,1
314,0,2,0,0
893,2,12,9,1
167,5,3,4,0
101,0,1,1,0
190,6,13,6,1
585,9,9,0,1
278,4,0,0,0
331,0,3,2,0
232,1,2,0,0
791,2,30,1,1
513,4,4,1,1
409,10,25,4,1
132,2,5,6,0
325,6,3,8,1
30,1,3,0,0
878,5,4,5,1
78,2,0,2,0
175,5,6,9,1
106,1,1,0,0
95,6,8,7,1
850,6,4,3,1
249,7,6,3,1
395,5,3,10,1
134,2,3,2,0
979,5,1,7,1
331,2,1,1,0
216,1,0,1,0
375,3,23,9,1
933,2,7,3,1
162,1,1,3,0
532,4,26,3,1
879,8,19,6,1
120,2,25,9,1
293,10,19,2,1
979,8,28,5,1
892,6,8,6,1
925,3,23,2,1
277,8,15,3,1
346,0,2,9,1
440,1,3,2,0
996,4,19,3,1
464,2,3,1,0
137,3,5,8,1
935,5,28,5,1
263,1,0,2,0
755,10,26,5,1
119,2,9,6,1
32,0,4,2,0
933,8,0,3,1
979,2,19,6,1
481,7,6,4,1
241,2,0,2,0
206,0,2,2,0
275,9,3,5,1
162,0,3,1,0
482,6,10,4,1
164,1,3,1,0
121,10,23,7,1
61,4,17,3,1
132,1,0,0,0
633,6,20,6,1
197,0,1,2,0
396,8,24,2,1
226,3,5,5,1
145,0,0,1,0
212,3,7,0,0
255,8,21,9,1
314,6,26,10,1
147,5,0,2,0
839,6,0,8,1
21,0,0,5,0
198,2,2,0,0
699,7,7,6,1
217,5,0,1,0
733,7,9,9,1
56,4,30,8,1
72,9,25,3,1
66,0,1,2,0
25,4,0,5,0
118,1,7,0,0
581,0,13,6,1
103,10,5,7,1
406,6,13,1,1
87,10,9,8,1
724,5,3,5,1
613,6,5,9,1
153,3,30,3,1
200,0,1,1,0
263,0,2,2,0
476,10,11,8,1
514,9,7,7,1
289,0,0,0,0
91,3,0,5,0
122,5,3,3,1
642,5,6,6,1
188,0,0,1,0
753,8,11,8,1
750,8,5,10,1
853,10,18,3,1
73,1,1,2,0
220,9,24,2,1
134,9,2,8,1
991,5,26,3,1
275,0,8,4,0
128,1,3,0,0
528,4,17,7,1
268,0,1,0,0
111,1,3,1,0
281,1,1,0,0
316,8,22,4,1
736,5,29,9,1
228,1,0,0,0
694,5,24,4,1
152,2,1,2,0
164,1,1,0,0
848,2,1,4,1
179,5,9,9,1
427,2,2,1,0
44,0,0,2,0
208,2,15,0,1
448,9,10,9,1
383,4,2,2,0
76,1,2,0,0
151,1,2,1,0
420,2,0,1,0
108,1,3,2,0
401,0,3,2,0
433,4,3,10,1
199,2,2,0,0
489,5,28,0,1
138,0,0,2,0
910,8,4,1,1
156,2,2,1,0
971,0,13,3,1
112,3,13,7,1
250,10,0,4,1
127,2,30,4,1
158,1,3,0,0
63,2,3,2,0
118,2,1,0,0
288,0,3,2,0
84,2,1,2,0
92,3,17,5,1
46,2,0,0,0
560,5,0,4,1
313,1,2,1,0
223,1,6,3,0
179,4,13,10,1
738,4,28,7,1
652,2,9,6,1
741,2,21,8,1
426,1,3,1,0
95,5,1,0,0
250,2,8,1,0
122,1,3,1,0
251,1,1,0,0
823,5,9,9,1
292,2,0,1,0
127,3,24,5,1
253,0,3,0,0
299,7,10,8,1
195,5,1,1,0
477,10,15,8,1
43,0,5,1,0
395,4,6,10,1
369,6,9,8,1
208,2,0,0,0
944,3,23,7,1
247,5,2,1,0
205,1,2,0,0
707,3,23,8,1
683,5,0,2,1
274,1,2,2,0
421,10,9,3,1
201,0,1,0,0
472,9,20,1,1
161,0,2,0,0
153,1,8,2,0
50,0,1,0,0
232,2,30,6,1
235,1,0,1,0
83,4,2,0,0
259,1,7,2,0
874,8,5,8,1
336,4,2,0,0
297,10,22,7,1
412,9,22,10,1
997,0,6,6,1
200,5,3,2,0
871,8,5,4,1
256,1,3,1,0
172,4,18,7,1
149,2,0,0,0
200,1,5,1,0
52,1,1,2,0
381,5,3,2,0
143,0,5,8,1
427,0,29,4,1
418,1,21,6,1
207,6,2,5,1
107,2,0,2,0
245,2,2,2,0
488,8,20,1,1
212,0,3,3,0
638,4,5,9,1
194,8,5,8,1
216,0,6,6,0
730,4,15,0,1
139,5,11,5,1
119,9,9,10,1
147,2,21,5,1
204,1,1,0,0
342,10,8,4,1
103,4,3,7,1
935,8,12,5,1
961,7,1,4,1
657,9,29,3,1
359,0,1,6,1
754,2,12,5,1
57,0,1,2,0
220,1,0,0,0
807,7,22,4,1
130,2,9,3,1
385,3,25,8,1
224,1,0,2,0
484,2,1,3,0
56,0,8,1,0
56,3,1,2,0
302,0,11,7,1
351,2,23,0,1
57,2,0,4,0
601,2,25,5,1
131,2,6,6,1
176,3,12,3,1
247,1,2,2,0
187,0,8,2,0
130,2,11,3,1
140,0,2,1,0
195,2,5,0,1
60,1,2,2,0
74,1,1,0,0
333,2,2,4,0
201,2,16,8,1
786,4,6,5,1
504,2,29,7,1
220,2,0,1,0
343,5,5,0,0
166,4,1,2,0
66,1,10,2,0
243,8,30,7,1
30,0,2,4,0
633,8,19,7,1
100,7,20,5,1
218,1,3,3,0
99,2,16,9,1
178,3,20,3,1
78,6,17,6,1
726,2,22,4,1
254,1,0,2,0
185,0,3,1,0
166,0,0,2,0
226,0,0,4,0
190,10,1,4,1
197,0,0,1,0
41,1,3,3,0
376,4,30,10,1
623,4,25,3,1
710,8,12,9,1
123,3,4,7,1
241,2,2,2,0
254,0,1,2,0
192,3,16,3,1
139,1,0,3,0
134,0,2,5,0
590,5,5,8,1
86,2,3,1,0
197,3,3,2,0
184,3,2,2,0
127,6,28,10,1
982,6,8,8,1
221,1,2,2,0
161,1,3,1,0
99,2,21,7,1
265,4,2,0,0
198,2,9,2,0
336,3,27,0,1
170,8,23,4,1
459,7,27,3,1
156,1,0,2,0
644,2,23,6,1
304,0,4,1,0
707,9,17,8,1
240,1,1,1,0
210,10,21,4,1
145,0,16,3,1
145,1,3,0,0
256,2,8,10,1
126,3,21,9,1
97,2,3,0,0
169,0,4,1,0
176,1,0,0,0
174,2,2,2,0
118,5,30,7,1
190,3,3,2,0
381,3,24,3,1
247,0,1,4,0
292,1,0,1,0
144,1,4,0,0
338,6,25,4,1
223,2,1,2,0
272,1,0,0,0
296,2,8,1,0
644,2,16,2,1
742,7,6,3,1
152,5,23,6,1
631,2,30,4,1
157,2,0,2,0
113,2,1,1,0
98,2,3,1,0
253,2,6,2,0
93,1,0,2,0
132,5,3,1,0
330,1,3,3,1
184,5,27,10,1
293,1,2,1,0
90,2,1,1,0
649,6,2,0,1
275,2,0,2,0
856,3,1,6,1
688,7,29,3,1
176,2,1,2,0
270,2,3,1,0
749,4,1,10,1
848,8,0,3,1
645,6,3,8,1
292,1,3,0,0
638,9,1,6,1
387,0,2,0,0
168,2,1,4,0
223,1,0,5,0
280,1,0,1,0
183,3,30,0,1
200,1,0,0,0
251,5,5,0,0
175,1,13,6,1
119,2,10,1,0
133,2,0,0,0
40,1,10,3,0
21,2,3,0,0
267,0,3,6,0
194,2,2,4,0
892,7,24,8,1
390,7,26,5,1
865,10,5,6,1
868,7,3,9,1
846,2,23,1,1
260,0,0,0,0
151,0,0,5,0
157,1,1,1,0
581,4,0,1,1
192,2,30,7,1
172,0,1,2,0
219,1,3,1,0
818,4,7,5,1
649,1,19,10,1
133,4,23,3,1
188,1,3,0,0
540,8,0,8,1
417,5,13,8,1
485,1,0,2,0
732,2,13,3,1
881,5,26,4,1
313,10,28,10,1
253,0,2,5,0
179,0,1,2,0
764,6,14,10,1
295,1,2,5,0
649,9,5,9,1
79,2,8,5,0
967,9,19,9,1
759,8,11,8,1
187,0,2,2,0
350,7,22,7,1
128,4,2,5,0
455,1,3,0,0
498,8,17,10,1
112,1,2,0,0
230,0,2,5,0
138,0,4,1,0
355,1,15,5,1
171,6,14,10,1
44,0,3,4,0
652,3,26,1,1
159,2,6,8,1
50,1,1,0,0
166,0,1,3,0
220,2,1,1,0
972,8,1,8,1
819,3,28,0,1
93,0,0,4,0
219,0,2,1,0
186,1,4,2,0
68,1,3,0,0
294,2,1,0,0
265,2,1,2,0
70,5,13,6,1
197,10,21,8,1
282,0,1,4,0
163,2,3,2,0
69,7,27,6,1
136,6,18,4,1
448,2,10,4,0
793,4,1,2,1
780,9,7,3,1
219,1,8,0,0
782,1,14,5,1
69,0,2,2,0
396,5,7,9,1
103,8,6,10,1
696,4,3,3,1
258,2,1,4,1
34,2,6,2,0
276,4,3,1,0
221,1,2,0,0
251,2,2,2,0
20,1,3,0,0
108,6,9,2,1
295,0,2,1,0
300,1,4,1,0
211,1,2,2,0
216,10,24,3,1
170,2,1,2,0
400,0,0,1,0
288,1,2,5,0
188,1,1,1,0
74,0,1,1,0
400,3,29,8,1
406,0,1,0,0
745,10,18,6,1
743,6,7,0,1
134,2,16,2,1
171,3,15,6,1
351,1,0,0,0
239,4,15,5,1
227,2,4,1,0
174,2,2,3,0
108,10,24,10,1
149,1,8,10,1
65,3,2,7,1
443,1,28,6,1
300,1,1,5,0
565,7,20,1,1
26,2,1,1,0
111,2,0,2,0
28,0,0,2,0
375,2,0,2,0
271,4,4,2,0
236,8,19,7,1
778,4,28,6,1
638,2,25,1,1
57,1,2,4,0
262,2,0,0,0
569,7,10,5,1
126,2,0,2,0
204,1,2,0,0
317,3,24,3,1
97,2,29,10,1
281,2,4,6,1
99,0,0,2,0
132,3,8,5,1
159,0,2,1,0
101,5,0,8,1
149,1,0,1,0
909,1,25,4,1
749,2,0,4,1
150,4,16,0,1
109,1,1,0,0
531,0,6,3,1
94,1,3,0,0
446,8,3,10,1
258,2,2,4,0
609,6,5,2,1
656,9,13,3,1
374,4,18,8,1
159,0,1,2,0
28,4,0,0,0
156,1,1,1,0
277,9,24,8,1
210,3,2,2,0
170,4,20,7,1
294,5,2,1,0
721,3,27,3,1
381,4,6,2,0
495,6,4,9,1
190,9,22,8,1
202,2,2,0,0
599,7,9,9,1
583,2,10,6,1
86,0,5,0,0
892,7,3,4,1
157,2,24,6,1
212,1,3,1,0
106,8,3,6,1
111,1,20,6,1
279,5,2,2,0
394,3,22,0,1
638,2,13,10,1
50,2,23,7,1
66,2,14,5,1
439,5,7,7,1
133,1,5,0,0
849,7,0,4,1
196,10,1,8,1
519,6,8,6,1
92,1,0,1,0
69,0,3,1,0
806,10,23,7,1
244,3,1,2,0
93,1,5,1,0
665,6,23,2,1
262,2,3,2,0
699,4,11,10,1
289,2,3,0,0
903,5,5,3,1
279,2,0,2,0
82,3,1,10,1
244,9,4,10,1
118,2,6,8,1
163,0,3,4,0
288,3,1,1,0
29,4,3,5,0
114,7,5,7,1
231,1,3,4,0
121,10,30,5,1
235,0,0,1,0
201,2,9,2,0
235,1,3,2,0
110,6,10,8,1
189,0,2,6,0
331,2,2,4,0
299,8,0,10,1
109,1,2,2,0
613,2,13,5,1
504,8,6,4,1
129,0,3,6,0
151,1,3,2,0
414,8,11,10,1
540,6,8,8,1
171,4,8,2,0
515,3,9,1,1
177,2,3,0,0
323,3,25,3,1
645,6,23,3,1
98,2,2,0,0
454,3,7,2,1
997,4,30,3,1
683,7,30,4,1
81,2,1,2,0
784,9,6,3,1
384,2,1,0,0
959,3,28,4,1
278,4,1,3,0
311,2,23,9,1
442,4,2,10,1
90,7,17,8,1
115,1,2,0,0
170,0,3,1,0
214,0,3,1,0
579,9,17,7,1
214,2,0,0,0
84,0,0,0,0
244,2,0,6,0
545,7,19,3,1
951,0,14,5,1
